更新至0707,#genre#
王俊凯的资源组,http://ax89.vip/douyu.php?id=8862216
三斤呦,http://ax89.vip/douyu.php?id=9047933
会火娱乐,http://ax89.vip/douyu.php?id=9442836
天JIANG,http://ax89.vip/douyu.php?id=9455480
喝水少年孙十一,http://ax89.vip/douyu.php?id=9619048
萱草丶daylily,http://ax89.vip/douyu.php?id=9685770
丶清风浊酒丶,http://ax89.vip/douyu.php?id=5918434
吃草莓的果子狸V,http://ax89.vip/douyu.php?id=9382395
女神撩电影,http://ax89.vip/douyu.php?id=9439594
科技PRO,http://ax89.vip/douyu.php?id=9446511
名人物语DY,http://ax89.vip/douyu.php?id=9539063
露爷说漫,http://ax89.vip/douyu.php?id=9542830
鞋荐JMJ,http://ax89.vip/douyu.php?id=865331
橘癫疯Oswald,http://ax89.vip/douyu.php?id=8793544
猴博士爱讲课V,http://ax89.vip/douyu.php?id=8799739
颜雪落落落,http://ax89.vip/douyu.php?id=8864291
羽翼天使的挽歌,http://ax89.vip/douyu.php?id=9193179
粽子酱v,http://ax89.vip/douyu.php?id=9390685
齐木楠雄的哦呼v,http://ax89.vip/douyu.php?id=9415755
唯一讲述者,http://ax89.vip/douyu.php?id=9440460
Devil青酱,http://ax89.vip/douyu.php?id=9510544
渚岸汐潮233,http://ax89.vip/douyu.php?id=9518082
光影故事汇,http://ax89.vip/douyu.php?id=9541423
朔涵君,http://ax89.vip/douyu.php?id=9354201
莱纳电影,http://ax89.vip/douyu.php?id=9356937
大兵动画,http://ax89.vip/douyu.php?id=9516137
御魔君,http://ax89.vip/douyu.php?id=9199976
舞者胡哥,http://ax89.vip/douyu.php?id=9404678
小铁房乐队,http://ax89.vip/douyu.php?id=9624976
学姐圆,http://ax89.vip/douyu.php?id=9639735
二胖影视,http://ax89.vip/douyu.php?id=10064260
超wu的大白兔,http://ax89.vip/douyu.php?id=2925299
在下小苏Su,http://ax89.vip/douyu.php?id=8658051
起来啦小躺,http://ax89.vip/douyu.php?id=8849047
是忆昔啊,http://ax89.vip/douyu.php?id=9455518
千代语默,http://ax89.vip/douyu.php?id=9484187
酉晨君,http://ax89.vip/douyu.php?id=9484541
周墨看电影,http://ax89.vip/douyu.php?id=9505584
看个M啊,http://ax89.vip/douyu.php?id=9720919
豆客解说,http://ax89.vip/douyu.php?id=8883122
肥宅小草,http://ax89.vip/douyu.php?id=8887438
神之传说sh,http://ax89.vip/douyu.php?id=9370168
半藏同学,http://ax89.vip/douyu.php?id=9372627
少年阿虎233,http://ax89.vip/douyu.php?id=9396762
神奇的大智,http://ax89.vip/douyu.php?id=9650047
是纯洁上校,http://ax89.vip/douyu.php?id=9666042
SAO东西又再说SAO话,http://ax89.vip/douyu.php?id=8833450
月影Yueing212,http://ax89.vip/douyu.php?id=8885525
迷影至下Filmlast,http://ax89.vip/douyu.php?id=9187596
JG影视解说,http://ax89.vip/douyu.php?id=9391277
威生天霖579,http://ax89.vip/douyu.php?id=9393403
电视这个圈儿,http://ax89.vip/douyu.php?id=9425669
Ido漫说,http://ax89.vip/douyu.php?id=9456379
预言家Alice,http://ax89.vip/douyu.php?id=9483772
杰克大魔王V,http://ax89.vip/douyu.php?id=9729740
一朵老香菇解说,http://ax89.vip/douyu.php?id=10050914
YIKa777,http://ax89.vip/douyu.php?id=8868213
噬元兽影视,http://ax89.vip/douyu.php?id=8896723
哲忆丶,http://ax89.vip/douyu.php?id=8977251
庆皇龙利余,http://ax89.vip/douyu.php?id=9524210
翦瞳秋,http://ax89.vip/douyu.php?id=9623057
超人正能量,http://ax89.vip/douyu.php?id=5961006
徳彪的奇妙冒险,http://ax89.vip/douyu.php?id=9145648
中二的枫哲酱,http://ax89.vip/douyu.php?id=9541849
倓张TanZ,http://ax89.vip/douyu.php?id=9687221
某声悠,http://ax89.vip/douyu.php?id=8896100
尚大人OwO,http://ax89.vip/douyu.php?id=9656124
数据库saber,http://ax89.vip/douyu.php?id=9720506
赤焰男孩,http://ax89.vip/douyu.php?id=9835644
唐人探影,http://ax89.vip/douyu.php?id=10371561
打工战士SWEET,http://ax89.vip/douyu.php?id=8795660
学徒郭昱麟,http://ax89.vip/douyu.php?id=8871095
盘点委员,http://ax89.vip/douyu.php?id=9481059
弹吉他的Miumiu,http://ax89.vip/douyu.php?id=4564166
小爱看大片,http://ax89.vip/douyu.php?id=9312805
言官有本,http://ax89.vip/douyu.php?id=9660124
说笑武林,http://ax89.vip/douyu.php?id=10329706
py86阿,http://ax89.vip/douyu.php?id=8849954
努力的巳宝宝,http://ax89.vip/douyu.php?id=9505190
婉儿北京天空之城,http://ax89.vip/douyu.php?id=4511901
隐紫大人不会吐槽,http://ax89.vip/douyu.php?id=9207457
小浅说电影,http://ax89.vip/douyu.php?id=9665834
亚巴拉辛巴V,http://ax89.vip/douyu.php?id=5179152
epcdiy,http://ax89.vip/douyu.php?id=8759268
龙大人不喷火zZ,http://ax89.vip/douyu.php?id=9437298
戏晶SHOW,http://ax89.vip/douyu.php?id=9565130
OooOlivia奥莉蕉,http://ax89.vip/douyu.php?id=9678862
安琪儿的羽翼,http://ax89.vip/douyu.php?id=9388783
11No巴蒂11,http://ax89.vip/douyu.php?id=9455937
猫总白一航,http://ax89.vip/douyu.php?id=9517105
桃红梨白专栏,http://ax89.vip/douyu.php?id=9568196
SH11N,http://ax89.vip/douyu.php?id=9650451
热星音乐菌,http://ax89.vip/douyu.php?id=8405922
怠惰守夜,http://ax89.vip/douyu.php?id=8842108
大汁猪,http://ax89.vip/douyu.php?id=9191071
噩梦DV,http://ax89.vip/douyu.php?id=9366922
黑衣陌秦mq,http://ax89.vip/douyu.php?id=9559308
蔡恩雨Priscilla,http://ax89.vip/douyu.php?id=9662853
佛曰影视,http://ax89.vip/douyu.php?id=9671758
田浅浅w,http://ax89.vip/douyu.php?id=9747144
逍遥自在白辰皓,http://ax89.vip/douyu.php?id=8859276
BuriedAlien的号,http://ax89.vip/douyu.php?id=9440728
南小北ghost,http://ax89.vip/douyu.php?id=9441056
洛飕飕,http://ax89.vip/douyu.php?id=9543361
TSSS映画,http://ax89.vip/douyu.php?id=9749339
玖月影视,http://ax89.vip/douyu.php?id=9339251
SKYE魏,http://ax89.vip/douyu.php?id=9460834
LCPD拉登,http://ax89.vip/douyu.php?id=9503015
小三笠笠酱,http://ax89.vip/douyu.php?id=9188696
撩电影8,http://ax89.vip/douyu.php?id=9351043
动画魂,http://ax89.vip/douyu.php?id=9393242
不会骑马的健身少年,http://ax89.vip/douyu.php?id=8862198
华白雨,http://ax89.vip/douyu.php?id=9495454
WANJINNY,http://ax89.vip/douyu.php?id=9567755
海男Rexv,http://ax89.vip/douyu.php?id=9626732
旺仔大哥哥阿,http://ax89.vip/douyu.php?id=9629361
你顶亲亲的前女友,http://ax89.vip/douyu.php?id=8896746
快乐的小波子,http://ax89.vip/douyu.php?id=9039399
whitebuste,http://ax89.vip/douyu.php?id=9481484
王子和史蒂文,http://ax89.vip/douyu.php?id=9583975
KUMA轻松熊博士,http://ax89.vip/douyu.php?id=2282604
三新动漫,http://ax89.vip/douyu.php?id=9548279
没腿毛的哥哥,http://ax89.vip/douyu.php?id=9720447
冰糖葫芦没放盐V,http://ax89.vip/douyu.php?id=3505453
我的超能力女友,http://ax89.vip/douyu.php?id=9501159
吾恩5nn,http://ax89.vip/douyu.php?id=9631914
PhantomStrider,http://ax89.vip/douyu.php?id=9683911
RNDxc,http://ax89.vip/douyu.php?id=4585643
关云猖,http://ax89.vip/douyu.php?id=8820996
汪哥说电影,http://ax89.vip/douyu.php?id=9312685
御前狼王顾云川,http://ax89.vip/douyu.php?id=9517289
無才先生,http://ax89.vip/douyu.php?id=8317571
八幡老师1,http://ax89.vip/douyu.php?id=9272043
正直的陈易,http://ax89.vip/douyu.php?id=9365118
铁头与橘子,http://ax89.vip/douyu.php?id=9450942
叶墨的百妖馆,http://ax89.vip/douyu.php?id=9517351
笑点组长,http://ax89.vip/douyu.php?id=9535757
贤狼赫萝老师,http://ax89.vip/douyu.php?id=5996089
星空茶茶,http://ax89.vip/douyu.php?id=8635497
夏日幻听MCE,http://ax89.vip/douyu.php?id=9546437
小木鱼de妈妈,http://ax89.vip/douyu.php?id=11199147
蓝格雷,http://ax89.vip/douyu.php?id=5124602
几号房间,http://ax89.vip/douyu.php?id=8829425
心叽酱,http://ax89.vip/douyu.php?id=9488056
育碧先生v,http://ax89.vip/douyu.php?id=9505962
mzx阿哲,http://ax89.vip/douyu.php?id=9483965
阿松撩剧,http://ax89.vip/douyu.php?id=8880843
小太V,http://ax89.vip/douyu.php?id=9606954
6512丶TB,http://ax89.vip/douyu.php?id=1987824
理娱打挺疼,http://ax89.vip/douyu.php?id=2925563
花园恶霸老呆兔,http://ax89.vip/douyu.php?id=11679024
永远快乐的小美女,http://ax89.vip/douyu.php?id=6091425
Apink丶朴初珑,http://ax89.vip/douyu.php?id=123351
爱情公寓回忆录,http://ax89.vip/douyu.php?id=11528591
QLIMES,http://ax89.vip/douyu.php?id=1039732
wugltest,http://ax89.vip/douyu.php?id=1844872
动漫唯美風,http://ax89.vip/douyu.php?id=8912038
梦尽310,http://ax89.vip/douyu.php?id=11491958


斗鱼综合,#genre#
周星驰,http://epg.112114.xyz/douyu/122402
刘德华,http://epg.112114.xyz/douyu/2516864
好先生,http://epg.112114.xyz/douyu/9650792
庆余年,http://epg.112114.xyz/douyu/5908256
欢乐综艺,http://epg.112114.xyz/douyu/131977
万合出品,http://epg.112114.xyz/douyu/9220456
邵氏影院,http://epg.112114.xyz/douyu/4246519
吃米滴虫,http://epg.112114.xyz/douyu/315457
高分电影,http://epg.112114.xyz/douyu/7254536
豆瓣高分,http://epg.112114.xyz/douyu/8770422
漫威影院,http://epg.112114.xyz/douyu/6140589
特辑电影,http://epg.112114.xyz/douyu/3637778
粤语电影,http://epg.112114.xyz/douyu/1226741
国产电影,http://epg.112114.xyz/douyu/5423
精彩电影,http://epg.112114.xyz/douyu/9650887
喜剧电影,http://epg.112114.xyz/douyu/323876
动作电影,http://epg.112114.xyz/douyu/6763930
恐怖电影,http://epg.112114.xyz/douyu/218859
恐怖鬼怪,http://epg.112114.xyz/douyu/1165374
童年阴影,http://epg.112114.xyz/douyu/2935323
惊悚电影,http://epg.112114.xyz/douyu/96577
粤语电影,http://epg.112114.xyz/douyu/6566671
华语影视,http://epg.112114.xyz/douyu/3928
神乐影视,http://epg.112114.xyz/douyu/85894
周末影院,http://epg.112114.xyz/douyu/3637765
周末电影,http://epg.112114.xyz/douyu/3637726
兔子影厅,http://epg.112114.xyz/douyu/8985415
冰冰影厅,http://epg.112114.xyz/douyu/74374
刀刀影院,http://epg.112114.xyz/douyu/747764
奶虫影院,http://epg.112114.xyz/douyu/263824
贝爷壹厅,http://epg.112114.xyz/douyu/252802
贝爷贰厅,http://epg.112114.xyz/douyu/4332
贝爷叁厅,http://epg.112114.xyz/douyu/36337
凌儿影院,http://epg.112114.xyz/douyu/1377142
云宝影院,http://epg.112114.xyz/douyu/7305938
花卷影院,http://epg.112114.xyz/douyu/52787
菜园小饼,http://epg.112114.xyz/douyu/1735337
米娅影院,http://epg.112114.xyz/douyu/6537888
橙記港剧,http://epg.112114.xyz/douyu/4549169
大宝影视,http://epg.112114.xyz/douyu/805235
蚂蚱影视,http://epg.112114.xyz/douyu/6079455
怡寶影视,http://epg.112114.xyz/douyu/434971
圆子影视,http://epg.112114.xyz/douyu/6566658
贝贝影视,http://epg.112114.xyz/douyu/431460
可乐影视,http://epg.112114.xyz/douyu/20415
萌牛影视,http://epg.112114.xyz/douyu/7494871
兔兔影视,http://epg.112114.xyz/douyu/1504768
无双影视,http://epg.112114.xyz/douyu/4870914
下饭神剧,http://epg.112114.xyz/douyu/276200
古装神剧,http://epg.112114.xyz/douyu/338759
晚湾影视,http://epg.112114.xyz/douyu/9461178
酒染影视,http://epg.112114.xyz/douyu/7550220
芊珏影视,http://epg.112114.xyz/douyu/8814650
热门港剧,http://epg.112114.xyz/douyu/5522351
盗墓剧集,http://epg.112114.xyz/douyu/9292503
金庸武侠,http://epg.112114.xyz/douyu/7644931
国产剧集,http://epg.112114.xyz/douyu/8157860
国产剧场,http://epg.112114.xyz/douyu/308752
爱情公寓,http://epg.112114.xyz/douyu/2838296
经典剧集,http://epg.112114.xyz/douyu/6863367
李卫当官,http://epg.112114.xyz/douyu/7473576
龙门镖局,http://epg.112114.xyz/douyu/9650860
雍正王朝,http://epg.112114.xyz/douyu/4944033
雍正帝王,http://epg.112114.xyz/douyu/9650836
隋唐演义,http://epg.112114.xyz/douyu/7552568
大宋神探,http://epg.112114.xyz/douyu/7784862
音乐欣赏,http://epg.112114.xyz/douyu/3186217
舌尖美食,http://epg.112114.xyz/douyu/9650849
篮球人物,http://epg.112114.xyz/douyu/8434598
史君说剧,http://epg.112114.xyz/douyu/9419771
史剧解说,http://epg.112114.xyz/douyu/297689
老秦说剧,http://epg.112114.xyz/douyu/9650131
老蔡解说,http://epg.112114.xyz/douyu/8869614
长片短解,http://epg.112114.xyz/douyu/9410946
宇哥解说,http://epg.112114.xyz/douyu/8651489
夜魔人老王,http://epg.112114.xyz/douyu/610972
皮皮看动漫,http://epg.112114.xyz/douyu/9837291
开心锤动漫,http://epg.112114.xyz/douyu/9018297
拳叔二次元,http://epg.112114.xyz/douyu/9484105
老邪说电影,http://epg.112114.xyz/douyu/9222870
洗碗君解说,http://epg.112114.xyz/douyu/9446706
百晓生说剧,http://epg.112114.xyz/douyu/9649681
百晓生解说,http://epg.112114.xyz/douyu/9653063
小司马说剧,http://epg.112114.xyz/douyu/4808115
小司马解说,http://epg.112114.xyz/douyu/9660127
星君说电影,http://epg.112114.xyz/douyu/8014467
刘哔讲电影,http://epg.112114.xyz/douyu/2632223
老王说电影,http://epg.112114.xyz/douyu/9687733
贤于说电影,http://epg.112114.xyz/douyu/9461990
牛叔说电影,http://epg.112114.xyz/douyu/2758565
侃片大师兄,http://epg.112114.xyz/douyu/9338839
虫哥说电影,http://epg.112114.xyz/douyu/8915074
电影迷小雅,http://epg.112114.xyz/douyu/9639225
1900影剧室,http://epg.112114.xyz/douyu/7796193
刘老师说电影,http://epg.112114.xyz/douyu/8317926
来呀官人解说,http://epg.112114.xyz/douyu/9986305
科幻Fans布玛,http://epg.112114.xyz/douyu/3508304
小片片说大片,http://epg.112114.xyz/douyu/4258555
大片片说小片,http://epg.112114.xyz/douyu/7489563
火龙果说电影,http://epg.112114.xyz/douyu/9559158

吃米滴虫,http://epg.112114.xyz/douyu/315457
神乐影片1,http://epg.112114.xyz/douyu/122402
神乐影片2,http://epg.112114.xyz/douyu/85894
刘德华电影1,http://epg.112114.xyz/douyu/2516864
刘德华电影2,http://epg.112114.xyz/douyu/8985415
喜剧经典,http://epg.112114.xyz/douyu/9650887
豆瓣高分,http://epg.112114.xyz/douyu/8770422
贝爷影厅2,http://epg.112114.xyz/douyu/36337
可乐电影,http://epg.112114.xyz/douyu/20415
冰冰经典电影,http://epg.112114.xyz/douyu/74374
奶虫恐怖电影,http://epg.112114.xyz/douyu/263824
避风港影院,http://epg.112114.xyz/douyu/9826611
林林影院,http://epg.112114.xyz/douyu/9652323
漫威电影,http://epg.112114.xyz/douyu/4282654
恐怖经典,http://epg.112114.xyz/douyu/1165374
华语电影,http://epg.112114.xyz/douyu/3928
华语动作电影,http://epg.112114.xyz/douyu/1504768
麓山迷踪,http://epg.112114.xyz/douyu/4505431

央视频道,#genre#
CCTV1,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.goodiptv.club/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV17,https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000
快乐垂钓高清,http://bad-ass.site:5678/cqyx.php?id=klcdHD
第一剧场高清,http://bad-ass.site:5678/cqyx.php?id=diyijuchangHD
都市剧场高清,http://bad-ass.site:5678/cqyx.php?id=dsjcHD
动漫秀场高清,http://bad-ass.site:5678/cqyx.php?id=dmxcHD
魅力足球高清,http://bad-ass.site:5678/cqyx.php?id=mlzqHD
风云剧场高清,http://bad-ass.site:5678/cqyx.php?id=fyjcHD
求索纪录高清,http://bad-ass.site:5678/cqyx.php?id=qsjlHD
兵器科技高清,http://bad-ass.site:5678/cqyx.php?id=bqkjHD
游戏风云高清,http://bad-ass.site:5678/cqyx.php?id=yxfyHD
怀旧剧场高清,http://bad-ass.site:5678/cqyx.php?id=hjjcHD
风云音乐高清,http://bad-ass.site:5678/cqyx.php?id=fyyyHD
央视台球高清,http://bad-ass.site:5678/cqyx.php?id=ystqHD
风云足球高清,http://bad-ass.site:5678/cqyx.php?id=fyzqHD
央视文化精品高清,http://bad-ass.site:5678/cqyx.php?id=yswhHD
高尔夫网球高清,http://bad-ass.site:5678/cqyx.php?id=golfHD

CCTV1,https://php.teamv1.repl.co/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://php.teamv1.repl.co/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://php.teamv1.repl.co/bestv.php?id=cctv38m/8000000
CCTV4,https://php.teamv1.repl.co/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://php.teamv1.repl.co/bestv.php?id=cctv58m/8000000
CCTV5+,https://php.teamv1.repl.co/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://php.teamv1.repl.co/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://php.teamv1.repl.co/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://php.teamv1.repl.co/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://php.teamv1.repl.co/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://php.teamv1.repl.co/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://php.teamv1.repl.co/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://php.teamv1.repl.co/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://php.teamv1.repl.co/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://php.teamv1.repl.co/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://php.teamv1.repl.co/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://php.teamv1.repl.co/bestv.php?id=cctv16hd8m/8000000
CCTV17,https://php.teamv1.repl.co/bestv.php?id=cctv17hd8m/8000000


卫视频道,#genre#
江苏卫视,https://live.goodiptv.club/api/bestv.php?id=jswshd8m/8000000
广西卫视,https://live.goodiptv.club/api/bestv.php?id=gxwshd8m/8000000
四川卫视,https://live.goodiptv.club/api/bestv.php?id=scwshd/8000000
湖南卫视,https://live.goodiptv.club/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://live.goodiptv.club/api/bestv.php?id=zjwshd8m/8000000
东方卫视,https://live.goodiptv.club/api/bestv.php?id=dfwshd8m/8000000
北京卫视,https://live.goodiptv.club/api/bestv.php?id=bjwshd8m/8000000
天津卫视,https://live.goodiptv.club/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://live.goodiptv.club/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.goodiptv.club/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://live.goodiptv.club/api/bestv.php?id=hljwshd8m/8000000
广东卫视,https://live.goodiptv.club/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.goodiptv.club/api/bestv.php?id=szwshd8m/8000000
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://live.goodiptv.club/api/bestv.php?id=jlwshd8m/8000000
山东卫视,https://live.goodiptv.club/api/bestv.php?id=sdws8m/8000000
江西卫视,https://live.goodiptv.club/api/bestv.php?id=jxws8m/8000000
河南卫视,https://live.goodiptv.club/api/bestv.php?id=hnwshd8m/8000000
河北卫视,https://live.goodiptv.club/api/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://live.goodiptv.club/api/bestv.php?id=gswshd8m/8000000
重庆卫视,https://live.goodiptv.club/api/bestv.php?id=cqws8m/8000000
东南卫视,https://live.goodiptv.club/api/bestv.php?id=dnwshd8m/8000000
云南卫视,https://live.goodiptv.club/api/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://live.goodiptv.club/api/bestv.php?id=gzwshd8m/8000000
海南卫视,https://live.goodiptv.club/api/bestv.php?id=hainanwshd8m/8000000
欢笑剧场,https://live.goodiptv.club/api/bestv.php?id=hxjc8m/8000000
劲爆体育,https://live.goodiptv.club/api/bestv.php?id=jbtyhd8m/8000000
快乐垂钓,https://live.goodiptv.club/api/bestv.php?id=klcd8m/8000000
金鹰纪实,https://live.goodiptv.club/api/bestv.php?id=jyjs8m/8000000
戏曲精选,https://live.goodiptv.club/api/bestv.php?id=xqjx8m/8000000
上海第一财经,https://live.goodiptv.club/api/bestv.php?id=dycjhd8m/8000000
上视新闻,https://live.goodiptv.club/api/bestv.php?id=xwzhhd8m/8000000
上海都市,https://live.goodiptv.club/api/bestv.php?id=dshd8m/8000000
上海纪实,https://live.goodiptv.club/api/bestv.php?id=jspdhd/4000000
东方影视,https://live.goodiptv.club/api/bestv.php?id=dfyshd8m/8000000
五星体育,https://live.goodiptv.club/api/bestv.php?id=wxtyhd8m/8000000
上视外语,https://live.goodiptv.club/api/bestv.php?id=icshd8m/8000000
七彩戏剧,https://live.goodiptv.club/api/bestv.php?id=qcxjhd8m/8000000
上海教育,https://live.goodiptv.club/api/bestv.php?id=setvhd/8000000
全纪实,https://live.goodiptv.club/api/bestv.php?id=qjshd8m/8000000
生活时尚,https://live.goodiptv.club/api/bestv.php?id=shss8m/8000000
新视觉,https://live.goodiptv.club/api/bestv.php?id=xsjhd8m/8000000
游戏风云,https://live.goodiptv.club/api/bestv.php?id=yxfy8m/8000000
热门综艺,https://live.goodiptv.club/api/bestv.php?id=rmzy8m/8000000
超级体育,https://live.goodiptv.club/api/bestv.php?id=qcsj8m/8000000
健康养生,https://live.goodiptv.club/api/bestv.php?id=jkys8m/8000000
百变课堂,https://live.goodiptv.club/api/bestv.php?id=bbkt8m/8000000
看天下精选,https://live.goodiptv.club/api/bestv.php?id=ktxjx8m/8000000
华语影院,https://live.goodiptv.club/api/bestv.php?id=hyyy8m/8000000
电竞天堂,https://live.goodiptv.club/api/bestv.php?id=djtt8m/8000000
青春动漫,https://live.goodiptv.club/api/bestv.php?id=qcdm8m/8000000
宝宝动画,https://live.goodiptv.club/api/bestv.php?id=bbdh8m/8000000
星光影院,https://live.goodiptv.club/api/bestv.php?id=xgyy8m/8000000
谍战剧场,https://live.goodiptv.club/api/bestv.php?id=dzjc8m/8000000
全球大片,https://live.goodiptv.club/api/bestv.php?id=qqdp8m/8000000
热门剧场,https://live.goodiptv.club/api/bestv.php?id=rmjc8m/8000000
陶瓷高清,https://live.goodiptv.club/api/bestv.php?id=taocihd/8000000
中国教育-1,https://live.goodiptv.club/api/bestv.php?id=zgjy1t8m/8000000
中国教育-4,https://live.goodiptv.club/api/bestv.php?id=zgjy4hd8m/8000000
卡酷少儿,https://live.goodiptv.club/api/bestv.php?id=kkse8m/8000000
纪实科教,https://live.goodiptv.club/api/bestv.php?id=dajs8m/8000000
茶频道,https://live.goodiptv.club/api/bestv.php?id=cpdhdavs8m/8000000
足球高清,https://live.goodiptv.club/api/bestv.php?id=zqpd8m/8000000
炫动卡通,https://live.goodiptv.club/api/bestv.php?id=hhxd8m/8000000
东方财经,https://live.goodiptv.club/api/bestv.php?id=dfcjhd8m/8000000
都市剧场,https://live.goodiptv.club/api/bestv.php?id=dsjc8m/8000000
动漫秀场,https://live.goodiptv.club/api/bestv.php?id=dmxc8m/8000000
法治天地,https://live.goodiptv.club/api/bestv.php?id=fztd8m/8000000
金色学堂,https://live.goodiptv.club/api/bestv.php?id=jingsepd8m/8000000
魅力足球,https://live.goodiptv.club/api/bestv.php?id=mlyyhd8m/8000000

江苏卫视,https://php.teamv1.repl.co/bestv.php?id=jswshd8m/8000000
广西卫视,https://php.teamv1.repl.co/bestv.php?id=gxwshd8m/8000000
四川卫视,https://php.teamv1.repl.co/bestv.php?id=scwshd/8000000
湖南卫视,https://php.teamv1.repl.co/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://php.teamv1.repl.co/bestv.php?id=zjwshd8m/8000000
东方卫视,https://php.teamv1.repl.co/bestv.php?id=dfwshd8m/8000000
北京卫视,https://php.teamv1.repl.co/bestv.php?id=bjwshd8m/8000000
天津卫视,https://php.teamv1.repl.co/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://php.teamv1.repl.co/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://php.teamv1.repl.co/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://php.teamv1.repl.co/bestv.php?id=hljwshd8m/8000000
广东卫视,https://php.teamv1.repl.co/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://php.teamv1.repl.co/bestv.php?id=szwshd8m/8000000
湖北卫视,https://php.teamv1.repl.co/bestv.php?id=hubeiws8m/8000000
吉林卫视,https://php.teamv1.repl.co/bestv.php?id=jlwshd8m/8000000
山东卫视,https://php.teamv1.repl.co/bestv.php?id=sdws8m/8000000
江西卫视,https://php.teamv1.repl.co/bestv.php?id=jxws8m/8000000
河南卫视,https://php.teamv1.repl.co/bestv.php?id=hnwshd8m/8000000
河北卫视,https://php.teamv1.repl.co/bestv.php?id=hbwshd8m/8000000
甘肃卫视,https://php.teamv1.repl.co/bestv.php?id=gswshd8m/8000000
重庆卫视,https://php.teamv1.repl.co/bestv.php?id=cqws8m/8000000
东南卫视,https://php.teamv1.repl.co/bestv.php?id=dnwshd8m/8000000
云南卫视,https://php.teamv1.repl.co/bestv.php?id=ynwshd8m/8000000
贵州卫视,https://php.teamv1.repl.co/bestv.php?id=gzwshd8m/8000000
海南卫视,https://php.teamv1.repl.co/bestv.php?id=hainanwshd8m/8000000
欢笑剧场,https://php.teamv1.repl.co/bestv.php?id=hxjc8m/8000000
劲爆体育,https://php.teamv1.repl.co/bestv.php?id=jbtyhd8m/8000000
快乐垂钓,https://php.teamv1.repl.co/bestv.php?id=klcd8m/8000000
金鹰纪实,https://php.teamv1.repl.co/bestv.php?id=jyjs8m/8000000
戏曲精选,https://php.teamv1.repl.co/bestv.php?id=xqjx8m/8000000
上海第一财经,https://php.teamv1.repl.co/bestv.php?id=dycjhd8m/8000000
上视新闻,https://php.teamv1.repl.co/bestv.php?id=xwzhhd8m/8000000
上海都市,https://php.teamv1.repl.co/bestv.php?id=dshd8m/8000000
上海纪实,https://php.teamv1.repl.co/bestv.php?id=jspdhd/4000000
